순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,주연 배우,주연 배우 코드,조연 배우,조연 배우 코드,감독 코드
3289,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,크레이지버드스튜디오,,"이수C&E, 시너지미디어",2018-09-20,개봉영화,장편,한국,294,"312,710,450",41054,"71,542,300","8,740",애니메이션,전체관람가,일반영화,"전태열, 엄상현, 홍소영, 정영웅, 김은아","20205026, 10047326, 10089606, 20242186, 20310509","박선영, 김은아, 홍진욱, 천지선","20156665, 20310509, 10089884, 20310510",20309473
3290,배반의 장미,박진영,태원엔터테인먼트,,롯데컬처웍스롯데엔터테인먼트,2018-10-18,개봉영화,장편,한국,457,"332,232,550",41054,"94,558,600","11,183",코미디,15세이상관람가,일반영화,"김인권, 정상훈, 손담비, 김성철, 박철민","10005410, 20157462, 20279149, 20305090, 20110935","이수정, 김정남, 이승은, 이정우, 서지은, 이종수, 김태형, 안준태, 남기주, 문득산, 임용순, 정종훈, 정종훈, 김대근, 최재원, 김수경, 김예진","20313815, 20313880, 20313882, 10057300, 20314348, 20314638, 20315227, 20315206, 20315597, 20315929, 20295749, 20147398, 20147398, 20317897, 20131880, 20158564, 20265271",20305089
3291,레이디버그,장성,삼지애니메이션,,삼지애니메이션,2017-02-22,개봉영화,장편,한국,172,"310,291,500",41041,"83,810,500","10,575",애니메이션,전체관람가,일반영화,"여민정, 남도형, 홍시호","20234807, 20113125, 10089658",이민규,20242187,20275130
3300,나의 촛불,"김의성, 주진우",주기자 유한회사,,트윈플러스파트너스,2022-02-10,개봉영화,장편,한국,294,"392,045,950",40744,"156,784,050","16,115",다큐멘터리,전체관람가,독립/예술영화,"박영수, 손석희, 심상정, 유시민, 윤석열, 추미애, 고영태","20347532, 20347533, 20347518, 20325452, 20347519, 20347520, 20347516",,,"10005383, 20347515"
3320,훈장과 악동들,김봉곤,진픽쳐스,,어뮤즈,2011-10-27,개봉영화,장편,한국,14,"213,784,000",39916,"15,581,000","2,557",다큐멘터리,전체관람가,독립/예술영화,"김봉곤, 이윤경","20114652, 20164099","송규호, 송영준, 김환, 박주환, 서유정, 최동욱, 박광민, 이정현","20124599, 20125088, 20125410, 20135315, 20145742, 20150296, 20150538, 20165306",20114652
3321,잘 알지도 못하면서,홍상수,영화제작전원사,,스폰지이엔티,2009-05-14,개봉영화,장편,한국,28,"276,548,483",39914,"193,586,500","27,445",드라마,청소년관람불가,독립/예술영화,"고현정, 김태우, 엄지원, 문창길","10001825, 10006120, 10047357, 10026821","공형진, 정유미, 서영화, 유준상, 하정우, 예수정","10001915, 10062071, 20067819, 10053981, 10087253, 10049950",10089497
3325,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,손석,"케이비에스미디어, 울림엔터테인먼트",,골든타이드픽처스,2012-10-18,개봉영화,장편,한국,84,"412,379,000",39577,"150,487,000","13,834",공연,전체관람가,일반영화,"김성규, 장동우, 남우현, 호야, 이성열, 엘, 이성종","20196293, 20196294, 20196295, 20196296, 20196297, 20196299, 20196300",,,20111906
3333,아이즈 온 미 : 더 무비,박재석,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2020-06-10,개봉영화,장편,한국,124,"506,274,000",39228,"202,248,500","15,630",공연,전체관람가,일반영화,"권은비, 미야와키 사쿠라, 강혜원, 최예나, 이채연, 김채원, 김민주, 야부키 나코, 혼다 히토미, 조유리, 안유진, 장원영","20332269, 20332270, 20332271, 20332512, 20332513, 20332532, 20332533, 20332534, 20332535, 20332536, 20332514, 20332537",,,20363422
3335,비상,임유철,이모션픽처스,,이모션픽처스,2006-12-14,개봉영화,장편,한국,0,0,39072,0,"13,549",다큐멘터리,전체관람가,독립/예술영화,"오만석, 김치우","10050300, 10006065","안상수, 서동원, 이승재, 이요한","20137786, 20144840, 20159958, 20162039",10058719
3338,메기,이옥섭,"국가인권위원회, 2X9HD",,"엣나인필름, CGV아트하우스",2019-09-26,개봉영화,장편,한국,155,"328,164,828",38853,"224,012,708","25,033",미스터리,15세이상관람가,독립/예술영화,"이주영, 문소리, 구교환, 김영관","20253250, 10026732, 20166705, 20162869","박경혜, 윤정재, 동방우, 권해효, 김꽃비, 오희준, 박강섭, 임수형, 심달기, 박종환, 던밀스","20308369, 20332092, 10026039, 10002548, 10003756, 20159884, 20330272, 20330273, 20285309, 20112032, 20332093",10056728
3344,말하는 건축가,정재은,두타연,,"두타연, 미디어데이",2012-03-08,개봉영화,장편,한국,20,"301,773,700",38653,"256,114,700","31,557",다큐멘터리,전체관람가,독립/예술영화,"정기용, 승효상, 유걸","20127091, 20127092, 20127093",,,10062188
3346,끝과 시작,민규동,"수필름, 데이지엔터테인먼트",,롯데쇼핑롯데엔터테인먼트,2013-04-04,개봉영화,장편,한국,185,"272,411,000",38432,"99,712,000","13,958",멜로/로맨스,청소년관람불가,독립/예술영화,"엄정화, 황정민, 김효진","10047352, 10090290, 10006497",,,10027774
3347,자유의 언덕,홍상수,영화제작전원사,,"영화제작전원사, 영화사 조제",2014-09-04,개봉영화,장편,한국,46,"309,767,827",38313,"227,720,427","27,243",드라마,청소년관람불가,독립/예술영화,"카세 료, 문소리, 서영화, 윤여정","10073832, 10026732, 20067819, 10054391","정용진, 이민우, 기주봉, 김의성, 정은채","10062015, 20111414, 10003307, 10005383, 20113533",10089497
3350,펀치레이디,강효진,"프라임엔터테인먼트, 프리미어엔터테인먼트",,프라임엔터테인먼트,2007-10-25,개봉영화,장편,한국,0,0,38254,0,"13,502",드라마,15세이상관람가,일반영화,"도지원, 손현주, 박상욱, 김병철","10012858, 20111125, 20110711, 10004305","김정환, 김지완, 홍성민, 최진리, 이주실, 서승원","10005638, 20081055, 10089540, 10035775, 10057435, 20145527",10000970
3352,트릭,이창열,엘씨오픽쳐스,,"스톰픽쳐스코리아, 이수C&E",2016-07-13,개봉영화,장편,한국,390,"297,315,300",38155,"81,827,800","10,355",스릴러,15세이상관람가,일반영화,"이정진, 강예원, 김태훈","10057320, 20066563, 20333032","선동혁, 이희진, 장윤정, 한성식","20224512, 20224513, 20224514, 20255517",20225826
3356,다만 악에서 구하소서 파이널컷,홍원찬,하이브미디어코프,,씨제이이엔엠,2020-10-28,개봉영화,장편,한국,475,"326,106,570",37961,"105,237,250","12,255",액션,청소년관람불가,일반영화,"황정민, 이정재, 박정민","10090290, 10057315, 20110693",,,10089708
3359,4등,정지우,"국가인권위원회, 정지우 필름",,"프레인글로벌, CGV아트하우스",2016-04-13,개봉영화,장편,한국,213,"282,006,700",37943,"135,412,300","17,625",드라마,15세이상관람가,독립/예술영화,"박해준, 이항나, 유재상, 최무성","20161741, 10058031, 20185969, 10072210","정가람, 유재명, 남문철","20233766, 20152117, 10007518",10062256
3362,타이밍,"민경조, 박대열","효인엔터테인먼트, 베데코리아",,스톰픽쳐스코리아,2015-12-10,개봉영화,장편,한국,196,"284,085,200",37711,"100,876,200","12,633",애니메이션,15세이상관람가,독립/예술영화,"엄상현, 박지윤, 성완경","10047326, 20137223, 10088978",,,"10027767, 10028546"
3364,아이,김현탁,"엠씨엠씨, 무비락",,롯데컬처웍스롯데엔터테인먼트,2021-02-10,개봉영화,장편,한국,504,"297,568,920",37637,"86,982,010","13,897",드라마,15세이상관람가,일반영화,"김향기, 류현경, 염혜란","10006228, 10019138, 10049864","이수빈, 김현목, 박옥출, 이연경, 정수지, 윤정훈","20260655, 20238266, 20366986, 20112884, 20293110, 20229969",20303931
3366,다시 태어나도 우리,"문창용, 전진","소나무필름, 프로섬",,엣나인필름,2017-09-27,개봉영화,장편,한국,118,"291,521,943",37449,"199,073,143","24,398",다큐멘터리,전체관람가,독립/예술영화,"문창용, 전진","20243709, 20243710",,,"20243709, 20243710"
3377,옥희의 영화,홍상수,영화제작전원사,,스폰지이엔티,2010-09-16,개봉영화,장편,한국,21,"285,316,525",37086,"234,210,900","30,282",드라마,청소년관람불가,독립/예술영화,"이선균, 정유미, 문성근","10055970, 10062071, 10026716","서영화, 조성덕, 김진경, 백정림","20067819, 20131085, 20162862, 10030367",10089497
3378,야구소녀,최윤태,한국영화아카데미,,"싸이더스, 찬란",2020-06-18,개봉영화,장편,한국,264,"316,405,720",36986,"177,574,260","19,840",드라마,12세이상관람가,독립/예술영화,"이주영, 이준혁, 유채민","20253250, 20133615, 20369345","염혜란, 송영규, 곽동연, 주해은, 이채은, 김종수, 김종수, 원혜련, 이장유, 허정도, 장우영","10049864, 10037124, 20254033, 20329812, 10057698, 20163848, 20368244, 20369303, 20281330, 20213266, 20370041",20231006
3383,백프로,김명균,시네마제니스,,마인스 엔터테인먼트,2014-04-03,개봉영화,장편,한국,236,"275,138,600",36792,"85,867,400","10,664",코미디,15세이상관람가,일반영화,"윤시윤, 여진구","10054379, 10049790","천호진, 박상면, 이원종, 이경영, 이병준, 김보미, 박효준, 김지연, 김진아, 지대한, 공정환, 김보미, 문동혁, 김예나","10071900, 10028686, 10056895, 10054755, 20112263, 20112878, 10029574, 20197531, 20112285, 10069842, 10001907, 20112878, 20328621, 20382163",10004056
3401,한여름의 판타지아,장건재,모쿠슈라,,인디스토리,2015-06-11,개봉영화,장편,한국,46,"278,925,458",35907,"192,802,758","24,072",드라마,전체관람가,독립/예술영화,"김새벽, 이와세 료, 임형국","20126450, 20188038, 10058918",,,10060025
3403,에스엠타운 더 스테이지,배성상,에스엠 컬처앤콘텐츠,,주식회사 디에스이이디,2015-08-13,개봉영화,장편,한국,65,"284,650,500",35857,"178,037,700","21,777",다큐멘터리,전체관람가,일반영화,,,,,20213186
3405,지구대표 롤링스타즈,임상준,"한컴, 캐릭터플랜",,롯데쇼핑롯데엔터테인먼트,2011-03-24,개봉영화,장편,한국,171,"230,047,000",35578,"62,867,000","9,155",애니메이션,전체관람가,일반영화,"류덕환, 류승룡, 심은경, 이병준, 류덕환","10019043, 10019065, 10040874, 20112263, 10019043",,,20112262
3406,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,이영준,삼지애니메이션,,삼지애니메이션,2016-08-17,개봉영화,장편,한국,170,"270,014,820",35569,"45,551,700","5,657",애니메이션,전체관람가,독립/예술영화,"엄상현, 전태열, 정혜원, 정영웅, 신용우","10047326, 20205026, 20232465, 20242186, 20125887","배진홍, 남도형, 이민규, 홍소영, 이민규","20208206, 20113125, 20242187, 10089606, 20242187",20186877
3409,스파키,"아론 우들리, 애론 우들리",레드로버,,예지림엔터테인먼트,2018-04-12,개봉영화,장편,한국,312,"257,040,200",35436,"41,353,300","5,315",애니메이션,전체관람가,일반영화,"제시카 비엘, 수잔 서랜든","10063343, 10037628",,,"10040004, 20315335"
3417,어른들은 몰라요,이환,돈키호테엔터테인먼트,,리틀빅픽쳐스,2021-04-15,개봉영화,장편,한국,209,"340,307,750",35264,"105,098,400","11,459",드라마,청소년관람불가,독립/예술영화,"이유미, 안희연, 신햇빛, 이환","20186265, 20333135, 20353313, 10058251","박강섭, 방은정, 허준석, 한성수","20330272, 20340656, 10088450, 20230802",10058251
3424,최후의 만찬,손영호,글로벌원해바라기필름,,아우라엔터테인먼트,2003-11-14,개봉영화,장편,한국,0,0,35000,0,"9,863",코미디,15세관람가,일반영화,"이종원, 김보성, 조윤희, 이재규","10057397, 10004332, 10066791, 20165016","최진희, 홍지현, 김헌, 하근영, 박태선, 백종헌, 강수정, 장경희, 장용철, 임영숙, 이종관, 정성관, 여운국, 양요한, 권병길","20134114, 10089869, 20135202, 20138418, 20138561, 20143096, 20144603, 20154988, 20155033, 20156948, 20159644, 20160339, 20160958, 20163632, 10002379",20030698
3431,뒤틀린 집,강동헌,테이크원스튜디오,,스튜디오디에이치엘,2022-07-13,개봉영화,장편,한국,156,"331,549,100",34886,"80,178,500","9,073",공포(호러),15세이상관람가,일반영화,"서영희, 김민재, 김보민","10035492, 10004210, 20146180","조수향, 박혁권, 오자훈, 노하연, 경다은, 김나은","20217026, 10029480, 20338109, 20375922, 20371847, 20336509",10000561
3432,누구의 딸도 아닌 해원,홍상수,영화제작전원사,,"영화제작전원사, 영화사 조제",2013-02-28,개봉영화,장편,한국,35,"268,878,400",34876,"211,655,900","26,400",드라마,청소년관람불가,독립/예술영화,"정은채, 이선균","20113533, 10055970","김자옥, 기주봉, 김의성, 유준상, 예지원, 류덕환, 한재이","10005462, 10003307, 10005383, 10053981, 10049959, 10019043, 20372624",10089497
3435,뫼비우스,김기덕,김기덕 필름,,넥스트엔터테인먼트월드(NEW),2013-09-05,개봉영화,장편,한국,128,"250,644,579",34740,"112,900,079","14,992",드라마,청소년관람불가,독립/예술영화,"조재현, 서영주, 이나라","10066929, 20125821, 10057015","이정훈, 장철민, 리우진","20181927, 20182438, 20289190",10003696
3448,우리 학교,김명준,스튜디오느림보,,"영화사 진진, 아트플러스시네마네트워크",2007-03-29,개봉영화,장편,한국,0,0,34439,0,"25,734",다큐멘터리,전체관람가,독립/예술영화,"조경래, 조명수, 홍성택, 홍성화, 김희윤, 박선화","10065234, 20125591, 20130917, 20130937, 20132190, 20156693","김화수, 조성래, 김희숙, 박용일, 조영래, 박지연, 박지영, 조창휘, 변재훈, 강성룡, 서정화, 김대황, 김일수, 윤병철, 장광수, 장영진, 정미나, 박세영, 박순애, 박애리, 박애리, 정시영, 오희연, 정지수, 김정복, 김순, 오경준, 김지연","20125379, 20131088, 20132082, 20132327, 20132949, 20137030, 20137060, 20138335, 20144218, 20144584, 20146242, 20147290, 20031261, 20154016, 20154990, 20155030, 20156026, 20072899, 20158722, 20158937, 20158938, 20159106, 20159881, 20160037, 20160365, 10004790, 20161388, 20165505",20068433
3450,고독이 몸부림칠 때,이수인,마술피리,,"쇼박스, 영화사풍년상회",2004-03-19,개봉영화,장편,한국,0,0,34349,0,"13,459",코미디,15세관람가,일반영화,"주현, 선우용녀, 김무생, 박영규, 송재호, 양택조, 진희경, 이주실","10069209, 10035748, 10004096, 10028919, 10037206, 10047116, 10070746, 10057435","김준배, 이재응, 이세영","10005767, 10057221, 10056083",10056152
3453,더 플랜,최진성,프로젝트 부,,엣나인필름,2017-04-20,개봉영화,장편,한국,156,"263,526,895",34225,"126,773,395","16,124",다큐멘터리,15세이상관람가,독립/예술영화,김어준,20294287,,,10072781
3456,서치 아웃,곽정,디엔와이,,"스톰픽쳐스코리아, 삼백상회",2020-04-15,개봉영화,장편,한국,355,"297,167,000",34115,"64,429,740","7,283",스릴러,15세이상관람가,독립/예술영화,"이시언, 김성철, 허가윤, 김서연","20161740, 20305090, 20230967, 20347872","주시현, 배상우, 이연빈, 고승후, 김경원, 고수정, 심완준, 최윤빈, 유동훈, 정민규","20348053, 20365530, 20342491, 20348054, 20145759, 20145978, 20344037, 20335367, 20150818, 20363672",20330292
3457,봄날,이돈구,엠씨엠씨,,콘텐츠판다,2022-04-27,개봉영화,장편,한국,455,"239,740,830",34100,"92,407,970","15,878",드라마,15세이상관람가,독립/예술영화,손현주,20111125,"박혁권, 손숙, 정석용, 박소진, 정지환, 이지훈, 허정도, 김기정","10029480, 10036856, 10061811, 20327972, 20160109, 20166720, 20213266, 20382828",10055132
